OverTime,Age,MonthlyIncome,TotalWorkingYears,JobSatisfaction,YearsAtCompany,EnvironmentSatisfaction,WorkLifeBalance,JobLevel,RelationshipSatisfaction,DistanceFromHome,YearsInCurrentRole,MaritalStatus,YearsWithCurrManager,NumCompaniesWorked,StockOptionLevel,DailyRate,JobInvolvement,YearsSinceLastPromotion,JobRole,HourlyRate,PercentSalaryHike,MonthlyRate,TrainingTimesLastYear,EducationField,Education,Gender,cat_BusinessTravel,ord_Department,BusinessTravel,Department,PerformanceRating
0,30,3833,7,3,2,4,3,1,3,1,2,1,2,3,2,921,1,0,2,38,21,24375,2,1,3,1,1.0,2.0,2,1,4
0,40,4244,8,2,8,3,3,2,4,2,7,1,7,1,1,791,4,3,0,38,24,9931,2,3,2,0,2.0,2.0,1,1,4
0,34,6500,6,1,3,3,3,2,2,8,2,1,2,5,1,1111,3,1,7,93,17,13305,1,1,2,0,1.0,1.0,2,2,3
0,42,18430,24,4,24,2,2,5,2,8,7,0,9,1,1,570,3,14,3,66,13,16225,4,1,3,1,2.0,2.0,1,1,3
1,23,1601,1,1,0,3,3,1,3,6,0,1,0,1,2,1243,4,0,2,63,21,3445,2,1,3,1,1.0,2.0,2,1,4
0,24,2694,1,2,1,3,3,1,3,9,0,0,0,1,3,1092,2,0,2,60,11,26551,4,1,3,1,3.0,2.0,0,1,3
0,52,3149,9,3,5,4,3,2,2,11,2,1,4,8,1,1325,3,1,2,82,20,21821,3,1,4,0,1.0,2.0,2,1,4
0,50,17639,30,3,4,3,3,4,4,2,3,1,3,5,0,691,3,0,5,64,16,6881,3,3,3,1,1.0,2.0,2,1,3
1,29,2319,1,1,1,2,3,1,4,1,0,1,0,1,1,805,2,0,2,36,11,6689,1,1,2,0,1.0,2.0,2,1,3
0,33,11691,14,3,13,3,4,3,4,7,9,1,7,0,0,213,3,3,5,49,11,25995,3,3,3,1,1.0,2.0,2,1,3
0,33,5324,6,1,3,1,3,2,3,16,2,2,2,5,0,118,3,0,7,69,15,26507,3,2,3,0,1.0,1.0,2,2,3
1,47,16752,26,4,26,3,2,4,3,2,14,1,0,1,1,202,3,3,3,33,11,12982,3,4,2,0,1.0,2.0,2,1,3
0,36,5228,10,2,9,3,3,2,1,1,7,1,5,0,1,676,3,0,4,35,15,23361,2,4,3,0,1.0,2.0,2,1,3
0,29,2700,10,3,10,3,3,1,3,23,7,1,7,1,1,1252,4,0,6,81,24,23779,3,1,2,1,1.0,2.0,2,1,4
1,58,19246,40,2,31,4,3,5,4,2,15,2,8,7,0,286,3,13,5,31,12,25761,2,1,4,1,1.0,2.0,2,1,3
0,35,2506,7,3,2,4,3,1,3,1,2,2,2,3,0,1258,4,2,6,40,13,13301,0,1,4,0,1.0,2.0,2,1,3
1,42,6062,8,4,4,4,3,2,4,1,3,1,2,9,1,932,2,0,4,43,13,4051,4,1,2,0,1.0,2.0,2,1,3
0,28,4382,5,3,2,3,2,1,4,2,2,2,1,6,0,890,3,2,6,46,17,16374,3,3,4,1,1.0,2.0,2,1,3
0,36,2143,8,2,5,3,3,1,2,13,2,1,4,4,1,1041,3,0,1,36,13,25527,2,0,3,1,1.0,3.0,2,0,3
0,32,6162,14,3,14,3,3,2,3,4,13,1,8,1,1,859,2,6,4,98,12,19124,3,1,3,0,1.0,2.0,2,1,3
0,40,5094,10,3,1,1,3,2,4,16,0,2,0,6,0,720,2,0,2,51,14,11983,6,3,4,1,2.0,2.0,1,1,3
1,30,6877,12,4,0,3,2,2,2,2,0,2,0,5,0,946,2,0,4,52,24,20234,4,3,3,0,1.0,2.0,2,1,4
0,45,2274,1,3,1,2,3,1,4,2,0,2,0,1,0,252,2,0,6,95,14,6153,3,1,3,0,1.0,2.0,2,1,3
0,42,4434,10,2,9,2,2,2,4,29,8,1,8,1,1,933,3,7,4,98,13,11806,3,1,3,1,1.0,2.0,2,1,3
0,38,6288,13,1,4,1,2,2,3,12,3,0,2,2,1,471,2,1,0,45,15,4284,3,1,3,1,2.0,2.0,1,1,3
0,34,2553,6,4,5,3,3,1,3,16,2,2,3,1,0,702,2,1,6,100,16,8306,3,1,4,0,2.0,2.0,1,1,3
0,49,7654,9,4,9,3,4,3,1,11,8,1,7,1,2,1184,3,7,7,43,18,5860,3,2,3,0,1.0,1.0,2,2,3
0,55,5160,12,4,9,3,2,2,3,2,7,2,3,4,0,436,3,7,7,37,16,21519,3,3,1,1,1.0,1.0,2,2,3
0,43,17159,22,1,4,2,3,4,3,14,1,1,0,6,1,589,3,1,5,94,24,5200,3,1,2,1,1.0,2.0,2,1,4
1,27,12808,9,4,9,3,3,3,2,5,8,0,8,1,1,269,2,0,5,42,16,8842,3,5,1,1,1.0,2.0,2,1,3
0,35,10221,17,3,8,3,4,3,2,7,5,2,6,3,0,950,3,1,4,59,21,18869,3,4,3,1,1.0,2.0,2,1,4
1,28,4779,8,2,8,2,3,2,1,2,7,1,5,1,0,760,3,7,7,81,20,3698,2,2,4,0,1.0,1.0,2,2,4
0,34,3737,4,4,3,3,1,1,3,3,2,1,2,0,1,829,3,0,1,88,19,2243,1,0,2,1,1.0,3.0,2,0,3
1,26,2366,8,3,8,3,3,1,1,5,7,1,7,1,1,887,2,1,6,88,14,20898,2,3,2,0,2.0,2.0,1,1,3
0,27,1706,0,4,0,4,2,1,3,3,0,1,0,1,3,443,3,0,6,50,11,16571,6,3,3,1,3.0,2.0,0,1,3
0,51,16307,29,3,20,1,2,4,3,26,6,1,17,2,1,1318,3,4,3,66,14,5594,2,2,4,0,1.0,1.0,2,2,3
0,44,5933,10,2,5,4,2,2,4,4,2,2,3,9,0,625,3,2,0,50,12,5197,2,3,3,1,1.0,2.0,2,1,3
0,25,3424,6,1,4,1,2,1,3,2,3,2,1,7,0,180,4,0,6,65,13,21632,3,3,1,1,1.0,2.0,2,1,3
0,33,4037,9,1,9,1,3,2,1,1,8,0,8,1,1,586,4,0,7,48,22,21816,5,3,3,1,1.0,1.0,2,2,4
0,35,2559,6,1,6,3,2,1,4,27,5,2,1,1,0,1343,2,1,6,53,11,17852,3,3,1,0,1.0,2.0,2,1,3
1,36,6201,18,4,18,2,2,2,4,1,14,1,11,1,1,928,3,4,7,56,14,2823,1,1,2,1,1.0,1.0,2,2,3
0,32,4403,8,4,5,2,2,2,3,13,2,0,3,2,1,117,3,0,7,73,11,9250,3,1,4,1,1.0,1.0,2,2,3
0,30,3761,10,4,5,2,2,1,2,5,4,0,3,9,1,1012,2,0,6,75,12,2373,3,1,4,1,2.0,2.0,1,1,3
1,53,10934,35,4,5,1,3,3,4,7,2,1,4,7,1,661,2,0,7,78,18,20715,3,2,2,0,1.0,1.0,2,2,3
1,45,10761,18,1,5,4,3,3,3,9,4,0,2,4,1,930,3,0,7,74,12,19239,2,2,3,1,1.0,1.0,2,2,3
0,32,5175,9,3,5,3,2,2,3,8,3,1,3,5,1,638,4,1,6,91,12,22162,3,3,2,0,1.0,2.0,2,1,3
0,52,13826,31,4,9,3,3,4,3,25,8,1,0,3,0,890,2,0,4,81,22,19028,3,3,4,0,2.0,2.0,1,1,4
0,37,6334,9,3,1,4,3,2,4,16,0,0,0,4,2,342,2,0,7,66,19,24558,2,2,4,1,1.0,1.0,2,2,3
0,28,4936,6,4,5,2,3,1,4,8,1,0,4,1,1,1169,2,0,1,63,13,23965,6,3,2,1,1.0,3.0,2,0,3
0,22,4775,4,4,2,4,1,2,1,1,2,1,2,6,2,1230,2,2,4,33,22,19146,2,1,2,1,1.0,2.0,2,1,4
1,44,2818,10,4,3,1,2,1,3,8,2,1,2,2,1,986,4,0,2,62,24,5044,2,1,4,1,1.0,2.0,2,1,4
1,42,2515,8,4,2,2,3,1,4,2,1,2,2,5,0,1271,3,2,6,35,14,9068,2,3,1,1,2.0,2.0,1,1,3
0,36,2342,6,1,5,1,3,1,3,8,4,1,3,0,0,1278,2,0,1,77,21,8635,3,1,3,1,1.0,3.0,2,0,4
1,25,4194,5,1,5,3,3,2,4,3,3,1,3,1,0,141,3,0,7,98,18,14363,3,4,1,1,1.0,1.0,2,2,3
1,35,10685,17,3,17,4,3,3,2,9,14,1,15,1,1,607,2,5,4,66,20,23457,2,1,3,0,1.0,2.0,2,1,4
1,35,2022,10,2,10,4,2,1,1,25,2,0,8,1,1,130,3,7,6,96,19,16612,3,1,4,0,2.0,2.0,1,1,3
0,32,2314,4,4,3,4,3,1,2,1,0,0,2,0,1,300,3,0,2,61,12,9148,2,1,3,1,3.0,2.0,0,1,3
0,25,4256,5,1,5,3,4,2,1,4,2,1,3,1,0,583,2,0,7,87,12,18154,1,2,1,1,1.0,1.0,2,2,3
0,49,3580,7,1,4,3,3,1,2,1,2,1,2,2,1,1418,3,0,6,36,16,10554,2,5,3,0,1.0,2.0,2,1,3
0,24,3162,6,4,5,1,2,1,4,4,2,1,4,0,0,1269,2,3,2,46,17,10778,2,1,1,1,3.0,2.0,0,1,3
0,32,6524,10,2,10,2,3,2,4,5,8,1,3,1,1,379,3,5,7,48,14,8891,3,1,2,1,2.0,1.0,1,2,3
0,38,2899,3,2,2,2,3,1,4,9,2,1,2,0,1,395,2,1,8,98,19,12102,3,2,3,1,1.0,1.0,2,2,3
1,42,5231,17,4,5,3,2,2,2,3,3,1,3,2,1,1265,4,1,2,95,13,23726,1,1,3,0,1.0,2.0,2,1,3
1,31,2356,8,4,6,4,3,1,2,11,4,1,2,3,1,1222,3,0,6,48,19,14871,2,1,4,1,1.0,2.0,2,1,3
1,29,2800,5,3,3,2,3,1,3,1,2,0,2,6,3,341,2,0,8,48,19,23522,3,3,3,0,1.0,1.0,2,2,3
0,53,11836,28,4,2,1,3,4,3,8,0,1,2,5,1,868,3,2,7,73,14,22789,3,2,3,1,1.0,1.0,2,2,3
0,35,10903,16,2,13,4,3,3,1,25,10,1,8,3,0,672,2,4,4,78,16,9129,2,5,3,1,1.0,2.0,2,1,3
0,37,2973,10,4,5,3,3,1,2,21,4,1,0,5,1,1231,3,0,8,54,15,21222,3,3,2,0,2.0,1.0,1,2,3
0,53,14275,33,4,12,4,3,4,3,23,9,2,8,6,0,102,3,3,5,72,18,20206,0,1,4,0,1.0,2.0,2,1,3
0,43,5562,12,4,5,4,2,2,2,1,2,1,2,4,1,422,3,2,0,33,13,21782,2,1,3,0,2.0,2.0,1,1,3
1,47,4537,8,4,7,3,3,2,1,2,6,1,7,0,1,249,3,7,7,35,22,17783,2,2,2,0,1.0,1.0,2,2,4
1,37,7642,10,2,10,1,3,3,4,19,0,2,9,1,0,1252,3,0,7,32,13,4814,2,3,2,1,3.0,1.0,0,2,3
0,50,17924,31,1,31,1,3,4,4,2,6,0,7,1,1,881,3,14,3,98,11,4544,3,1,4,1,3.0,2.0,0,1,3
0,39,5204,13,4,5,4,3,2,3,2,4,1,4,8,2,1383,2,0,1,42,11,7790,2,1,3,0,1.0,3.0,2,0,3
1,33,2277,7,2,4,4,4,1,3,3,3,0,3,3,1,1075,3,0,1,57,11,22650,4,0,2,1,1.0,3.0,2,0,3
1,32,2795,1,4,1,1,1,1,3,25,0,2,1,1,0,374,3,0,2,87,24,18016,2,1,4,1,1.0,2.0,2,1,4
0,29,2532,8,4,4,1,3,1,3,7,3,0,3,6,3,1086,2,0,2,62,14,6054,5,3,1,0,1.0,2.0,2,1,3
1,44,2559,8,1,8,2,3,1,4,9,7,1,1,1,0,661,3,7,6,61,13,7508,0,1,2,1,1.0,2.0,2,1,3
0,28,4908,4,4,4,1,3,2,2,5,2,2,2,1,0,821,3,0,7,98,14,24252,3,3,4,1,1.0,1.0,2,2,3
1,58,2380,3,4,1,4,2,1,4,2,0,0,0,9,1,781,2,0,2,57,14,13384,3,1,1,1,2.0,2.0,1,1,3
0,43,4765,4,2,1,1,4,2,3,8,0,0,0,4,1,177,3,0,4,55,21,23814,2,1,3,0,1.0,2.0,2,1,4
0,20,2044,2,3,2,3,2,1,4,2,2,2,2,1,0,500,2,0,8,49,13,22052,3,3,3,0,1.0,1.0,2,2,3
0,21,2693,1,4,1,4,2,1,1,18,0,2,0,1,0,1427,3,0,6,65,19,8870,3,4,1,0,1.0,2.0,2,1,3
1,36,6586,17,4,16,3,2,2,1,14,8,1,11,0,1,1425,3,4,0,68,17,4821,2,1,1,1,1.0,2.0,2,1,3
1,47,3294,3,4,3,4,2,1,1,2,2,2,2,1,0,1454,2,1,8,65,18,13137,3,1,4,0,1.0,1.0,2,2,3
1,22,4171,4,3,3,2,4,2,1,3,2,1,2,0,1,617,3,0,4,34,19,10022,3,1,1,0,1.0,2.0,2,1,3
1,41,2778,10,4,7,2,2,1,3,2,7,0,0,4,1,1085,1,1,2,57,13,17725,1,1,4,0,1.0,2.0,2,1,3
0,28,2377,6,3,2,3,3,1,2,9,2,0,2,5,1,995,3,2,6,77,18,9834,2,3,3,0,1.0,2.0,2,1,3
1,39,2404,8,1,2,4,1,1,4,6,2,1,2,7,0,1122,3,2,2,70,21,4303,2,3,3,1,1.0,2.0,2,1,4
0,27,2318,1,3,1,2,3,1,3,4,1,2,0,1,0,618,3,0,6,76,19,17808,2,1,3,0,1.0,2.0,2,1,3
0,34,2008,1,2,1,2,3,1,2,10,0,0,0,1,2,546,3,1,2,83,14,6896,3,1,3,1,1.0,2.0,2,1,3
0,42,6244,10,3,5,3,3,2,1,14,4,2,3,7,0,462,2,0,7,68,17,7824,6,3,2,0,1.0,1.0,2,2,3
1,33,2799,6,1,3,3,3,1,2,1,2,2,2,3,0,1198,2,0,6,100,11,3339,1,4,4,1,1.0,2.0,2,1,3
1,58,10552,24,2,6,3,3,3,4,5,0,0,4,2,1,1272,2,0,0,37,13,9255,3,5,3,0,1.0,2.0,2,1,3
0,31,2329,13,3,7,2,4,1,2,7,7,1,2,3,0,154,2,5,8,41,15,11737,2,1,4,1,1.0,1.0,2,2,3
1,35,4014,10,4,10,4,1,2,4,21,6,1,7,1,1,1137,3,0,0,51,25,19170,2,1,1,0,1.0,2.0,2,1,4
0,49,7403,29,2,26,1,2,3,3,8,9,1,7,4,1,527,3,1,2,51,11,22477,3,4,2,0,1.0,2.0,2,1,3
0,48,2259,13,3,0,4,2,1,1,20,0,1,0,4,2,1469,3,0,6,51,17,5543,2,3,4,1,1.0,2.0,2,1,3
0,31,6932,9,3,9,4,2,2,4,20,8,1,0,1,1,1188,3,0,7,45,13,24406,2,2,2,0,3.0,1.0,0,2,3
0,36,4678,8,4,6,2,3,1,3,7,2,2,1,2,0,188,3,0,6,65,18,23293,6,4,4,1,1.0,2.0,2,1,3
0,38,13582,15,1,15,4,3,3,2,1,12,1,11,1,1,1333,3,5,5,80,13,16292,3,5,3,0,1.0,2.0,2,1,3
0,32,2332,5,2,3,3,3,1,3,1,0,1,2,6,0,1184,2,0,2,70,20,3974,3,1,3,0,3.0,2.0,0,1,4
1,25,2413,1,2,1,3,3,1,3,19,0,1,0,1,3,867,2,0,8,36,18,18798,2,2,2,1,1.0,1.0,2,2,3
0,40,9705,11,2,1,1,2,3,2,10,0,0,0,2,1,658,2,0,7,67,12,20652,2,2,4,1,1.0,1.0,2,2,3
0,26,4294,7,1,7,3,3,2,2,1,7,2,7,1,0,1283,2,0,7,52,12,11148,2,3,3,1,2.0,1.0,1,2,3
1,41,4721,20,1,18,4,3,1,3,6,13,2,17,2,0,263,3,2,2,59,13,3119,3,3,3,1,1.0,2.0,2,1,3
0,36,2519,16,3,11,3,3,1,3,2,8,2,9,4,0,938,3,3,2,79,21,12287,6,3,4,1,1.0,2.0,2,1,4
1,19,2121,1,2,1,4,4,1,2,21,0,2,0,1,0,419,2,0,8,37,13,9947,3,4,3,1,1.0,1.0,2,2,3
0,20,2973,1,1,1,1,3,1,2,4,0,2,0,1,0,129,3,0,2,84,19,13008,2,5,3,1,1.0,2.0,2,1,3
1,31,5855,10,4,9,4,1,2,3,12,7,1,5,0,2,616,3,8,0,41,11,17369,2,3,3,0,1.0,2.0,2,1,3
1,40,3617,3,2,1,4,3,1,4,9,1,0,0,8,1,1469,3,0,6,35,14,25063,2,3,4,1,2.0,2.0,1,1,3
0,32,6725,8,1,8,3,4,2,3,3,7,1,3,1,1,498,3,6,4,93,12,13554,2,3,4,0,1.0,2.0,2,1,3
1,36,10325,16,4,16,3,3,3,1,3,7,1,7,1,1,530,2,3,7,51,11,5518,6,1,1,1,1.0,1.0,2,2,3
0,33,6949,6,4,5,2,3,2,1,1,0,2,4,0,0,1069,2,1,0,42,14,12291,3,1,3,0,1.0,2.0,2,1,3
0,37,10609,17,3,14,1,1,3,3,1,1,1,7,5,0,625,2,11,7,46,11,14922,2,1,4,1,1.0,1.0,2,2,3
0,45,4447,9,2,9,3,2,2,2,4,7,1,8,1,0,805,3,0,2,57,12,23163,5,1,2,1,3.0,2.0,0,1,3
0,29,2157,3,4,3,3,3,1,2,20,1,1,2,1,1,1404,3,0,8,84,15,18203,5,5,3,0,2.0,1.0,1,2,3
0,35,4601,5,3,5,3,3,2,2,18,2,1,0,1,0,1219,3,1,7,86,16,6179,3,3,3,0,1.0,1.0,2,2,3
0,52,17099,26,4,9,4,2,4,2,1,8,1,8,2,1,1053,3,7,3,70,15,13829,2,1,2,1,1.0,2.0,2,1,3
0,58,2479,7,3,1,4,3,1,1,2,0,2,0,4,0,289,3,0,6,51,24,26227,4,5,3,1,1.0,2.0,2,1,4
0,53,14852,22,3,17,3,4,4,3,2,13,0,2,6,1,1376,3,15,3,45,13,13938,3,3,2,1,1.0,1.0,2,2,3
0,30,7264,10,3,8,3,4,3,1,8,4,0,7,5,1,231,3,7,7,62,11,9977,2,4,2,1,1.0,1.0,2,2,3
1,38,5666,6,4,5,3,3,2,2,10,3,2,3,1,0,152,3,1,7,85,13,19899,1,5,3,0,3.0,1.0,0,2,3
0,35,7823,12,4,10,4,3,3,2,3,9,0,8,6,1,882,3,0,7,92,13,6812,2,1,4,1,1.0,1.0,2,2,3
0,39,7880,9,3,8,1,3,3,4,2,7,2,7,0,0,903,4,0,7,41,18,2560,3,1,5,1,1.0,1.0,2,2,3
1,40,13194,22,2,1,2,2,4,4,24,0,2,0,4,0,1479,4,0,7,100,16,17071,2,1,3,0,3.0,1.0,0,2,3
1,47,5067,20,3,19,3,4,2,3,16,10,0,7,1,0,1379,4,2,4,64,19,6759,3,3,4,1,2.0,2.0,1,1,3
0,36,5079,12,4,7,1,3,2,4,8,7,0,7,4,2,1229,3,0,7,84,13,25952,3,5,4,1,3.0,1.0,0,2,3
1,31,2321,4,1,3,3,3,1,1,9,2,2,2,0,0,335,2,1,6,46,22,10322,0,3,2,1,3.0,2.0,0,1,4
0,33,17444,10,3,10,4,3,4,4,17,8,2,0,1,0,722,3,6,3,38,11,20489,2,1,3,1,3.0,1.0,0,2,3
1,29,2404,3,1,0,4,3,1,3,10,0,2,0,6,0,906,2,0,6,92,20,11479,5,1,3,0,1.0,2.0,2,1,4
0,33,3452,5,4,3,2,3,1,1,13,2,2,2,3,0,461,3,0,6,53,18,17241,4,1,1,0,1.0,2.0,2,1,3
0,45,2270,8,4,5,4,3,1,4,1,3,0,2,3,2,974,3,0,2,91,14,11005,2,3,4,0,1.0,2.0,2,1,3
0,50,17399,32,4,5,4,2,4,3,1,4,0,3,9,1,1126,3,1,5,66,22,6615,1,3,2,1,1.0,2.0,2,1,4
1,33,5488,6,2,6,3,3,2,1,1,5,1,2,1,1,827,4,1,0,84,13,20161,2,4,4,0,2.0,2.0,1,1,3
0,41,19419,21,3,18,1,4,5,2,9,16,0,11,2,1,840,3,0,5,64,17,3735,2,3,3,1,2.0,2.0,1,1,3
0,27,2811,4,2,2,3,3,1,2,16,2,1,2,9,1,1134,3,2,2,37,14,12086,2,5,4,0,1.0,2.0,2,1,3
1,45,3633,9,1,9,4,3,2,3,23,8,1,8,1,1,248,3,0,2,42,15,14039,2,1,2,1,3.0,2.0,0,1,3
1,47,4163,9,4,9,4,3,2,3,4,0,2,7,1,0,955,3,0,7,83,17,8571,0,1,2,0,1.0,1.0,2,2,3
1,30,2132,7,3,5,1,3,1,2,22,2,1,1,4,0,138,3,0,6,48,11,11539,2,1,3,0,1.0,2.0,2,1,3
1,50,13973,22,3,12,4,3,4,4,24,11,1,5,3,1,939,3,1,4,95,18,4161,2,1,3,1,1.0,2.0,2,1,3
0,38,2684,3,3,2,3,2,1,2,10,1,1,2,0,1,1391,3,0,6,66,17,12127,0,3,1,1,2.0,2.0,1,1,3
0,46,10845,13,3,8,4,3,3,2,7,7,0,7,6,1,566,3,0,4,75,13,24208,3,3,2,1,1.0,2.0,2,1,3
0,24,4377,5,3,4,4,3,2,2,17,2,0,2,1,2,1206,2,3,4,41,15,24117,6,3,1,0,1.0,2.0,2,1,3
1,35,3743,5,2,4,3,1,1,4,14,2,0,2,1,1,622,2,0,2,39,24,10074,2,4,4,1,1.0,2.0,2,1,4
0,31,4148,4,1,4,3,3,2,3,1,3,1,3,1,1,853,3,0,4,96,12,11275,1,1,1,0,2.0,2.0,1,1,3
0,18,1051,0,4,0,2,3,1,4,5,0,2,0,1,0,287,3,0,6,73,15,13493,2,1,2,1,3.0,2.0,0,1,3
0,54,10739,22,3,10,3,3,3,3,17,7,1,8,8,1,1441,3,0,4,56,11,13943,2,5,3,0,1.0,2.0,2,1,3
1,35,10388,16,3,16,3,2,3,3,25,10,0,1,1,1,583,3,10,0,57,11,6975,3,3,4,0,1.0,2.0,2,1,3
1,30,11416,9,1,8,2,2,3,3,8,7,1,7,0,3,153,4,1,5,73,12,17802,4,1,2,0,1.0,2.0,2,1,3
1,20,2600,1,1,1,4,3,1,1,11,0,2,0,1,0,1097,2,0,6,98,15,18275,2,3,3,0,1.0,2.0,2,1,3
0,30,2422,4,2,3,2,3,1,1,5,2,2,2,0,0,109,3,1,2,60,17,25725,3,3,3,0,2.0,2.0,1,1,3
0,26,5472,8,4,8,4,3,2,2,2,7,1,3,1,0,1066,4,1,4,32,12,3334,2,3,2,1,1.0,2.0,2,1,3
0,22,2451,4,1,4,2,2,1,1,8,3,1,1,1,1,217,1,1,2,94,15,6881,3,1,1,1,1.0,2.0,2,1,3
0,48,4240,19,3,2,1,3,2,4,6,2,2,2,2,0,277,2,2,0,97,13,13119,0,1,3,1,1.0,2.0,2,1,3
0,48,10999,27,3,15,3,3,3,2,4,11,2,8,7,0,1355,2,4,0,78,14,22245,3,1,4,1,1.0,2.0,2,1,3
0,41,5003,8,3,2,4,3,2,2,7,2,2,1,6,0,549,3,2,4,42,14,23371,6,3,2,0,1.0,2.0,2,1,3
0,39,12742,21,4,21,4,3,4,3,1,6,1,8,1,1,466,2,11,4,65,16,7060,3,1,1,0,1.0,2.0,2,1,3
0,27,4227,4,4,3,1,3,2,2,2,2,1,2,0,1,1055,3,2,4,47,18,4658,2,1,4,0,1.0,2.0,2,1,3
0,35,3917,3,4,3,2,2,1,1,10,2,0,2,1,1,802,3,1,2,45,20,9541,4,4,3,1,1.0,2.0,2,1,4
0,42,18303,21,3,1,4,4,5,2,5,0,1,0,6,0,265,3,0,3,90,13,7770,3,2,2,1,1.0,1.0,2,2,3
0,50,2380,8,4,1,1,3,1,2,9,0,1,0,4,0,804,3,0,2,64,18,20165,5,1,3,1,1.0,2.0,2,1,3
1,59,13726,30,4,5,3,3,4,1,2,3,2,3,3,0,715,2,4,4,69,13,21829,4,1,3,0,1.0,2.0,2,1,3
0,37,4777,15,2,1,1,1,2,1,11,0,1,0,5,0,1141,1,0,0,61,15,14382,2,3,2,0,1.0,2.0,2,1,3
1,55,6385,17,2,8,3,3,2,4,18,7,1,7,3,2,135,3,6,0,62,14,12992,3,3,4,1,2.0,2.0,1,1,3
0,41,19973,21,3,21,2,3,5,2,7,16,0,10,1,2,247,1,5,5,55,22,20284,3,1,1,0,3.0,2.0,0,1,4
1,38,6861,19,4,1,2,3,2,3,3,0,2,0,8,0,1035,3,0,7,42,12,4981,1,1,4,1,1.0,1.0,2,2,3
0,26,4969,7,1,2,2,3,2,4,29,2,2,2,8,0,265,1,2,7,79,18,21813,6,3,2,1,3.0,1.0,0,2,3
0,52,19845,33,4,32,1,3,5,4,2,14,1,9,1,1,266,1,6,3,57,15,25846,3,2,1,0,1.0,1.0,2,2,3
1,44,13320,23,4,12,4,3,4,3,28,11,1,11,3,1,1448,4,11,7,53,18,11737,2,3,3,0,1.0,1.0,2,2,3
0,50,6347,19,3,18,4,3,2,1,1,7,1,13,0,1,145,3,0,7,95,12,24920,3,1,3,0,3.0,1.0,0,2,3
0,36,2743,18,1,17,3,3,1,3,16,13,2,14,1,0,885,4,15,2,43,16,8269,1,1,4,0,1.0,2.0,2,1,3
1,39,10880,21,1,21,4,3,3,3,22,6,2,8,1,0,945,3,2,4,82,13,5083,2,3,3,0,2.0,2.0,1,1,3
0,33,2342,3,4,2,2,2,1,4,8,2,2,2,0,0,1038,2,2,8,88,19,21437,2,1,1,0,3.0,1.0,0,2,3
0,45,17650,26,4,9,4,4,4,2,11,3,1,1,3,1,1234,3,1,3,90,13,5404,4,1,2,0,1.0,1.0,2,2,3
0,32,4025,10,3,8,4,3,1,2,29,7,2,7,9,0,1109,3,7,2,69,12,11135,2,3,4,0,3.0,2.0,0,1,3
0,34,9725,16,4,15,2,2,2,4,1,1,0,9,0,1,216,4,0,7,75,11,12278,2,2,4,1,1.0,1.0,2,2,3
1,59,11904,14,4,6,2,1,3,3,1,4,1,4,3,1,1089,3,0,3,66,14,11038,1,5,2,1,1.0,1.0,2,2,3
0,45,2177,6,2,6,2,3,1,1,24,3,2,4,1,0,788,3,0,1,36,16,8318,3,3,4,1,1.0,3.0,2,0,3
0,53,7525,30,2,15,3,3,3,1,2,7,1,12,2,1,124,2,6,7,38,12,23537,2,2,3,0,2.0,1.0,1,2,3
0,36,4834,9,3,1,1,2,2,2,15,0,0,0,7,1,660,3,0,2,81,14,7858,3,4,3,1,1.0,2.0,2,1,3
1,26,2042,6,1,3,1,3,1,2,2,2,1,2,6,1,342,3,1,6,57,14,15346,2,1,3,1,2.0,2.0,1,1,3
1,34,2220,1,3,1,3,3,1,4,10,1,1,0,1,1,1333,3,0,8,87,19,18410,2,1,4,0,1.0,1.0,2,2,3
0,28,1052,1,2,1,4,3,1,2,10,0,1,0,1,0,1144,3,0,8,74,22,23384,5,3,1,1,1.0,1.0,2,2,4
0,38,2821,8,3,2,3,3,1,1,3,2,1,2,3,1,1186,3,2,6,44,16,2997,2,4,4,1,2.0,2.0,1,1,3
1,50,19237,29,3,8,2,2,5,4,2,1,1,7,2,1,1464,3,7,5,62,11,12853,2,3,4,1,1.0,2.0,2,1,3
0,37,4107,8,2,4,4,2,2,1,3,3,2,1,3,0,124,3,0,0,35,15,13848,3,4,3,0,1.0,2.0,2,1,3
0,40,8396,8,1,7,3,2,2,2,26,7,1,5,1,1,300,3,7,7,74,14,22217,3,2,3,1,1.0,1.0,2,2,3
0,26,2007,5,3,5,1,3,1,3,1,3,0,3,1,2,921,2,1,6,66,13,25265,5,3,1,0,2.0,2.0,1,1,3
0,46,19627,23,4,2,4,3,5,4,1,2,0,2,9,2,430,3,2,5,40,17,21445,0,3,4,1,1.0,2.0,2,1,3
0,54,10686,13,3,9,3,3,3,2,2,4,1,0,6,1,1082,2,7,7,41,11,8392,4,1,4,0,1.0,1.0,2,2,3
0,56,2942,18,3,5,1,3,1,2,9,4,1,3,2,1,1240,3,0,6,63,19,12154,4,3,3,0,2.0,2.0,1,1,3
0,36,8858,15,4,14,4,2,3,2,12,8,2,8,0,0,796,2,7,4,51,11,15669,2,3,5,0,1.0,2.0,2,1,3
0,55,16756,31,1,9,3,4,4,2,2,7,2,2,7,0,444,2,6,3,40,15,17323,3,3,1,1,3.0,2.0,0,1,3
0,43,10798,18,4,1,3,3,3,3,25,0,0,0,5,1,415,2,0,7,79,13,5268,5,3,3,1,1.0,1.0,2,2,3
